[0.021s] Invoking command in '/home/maneesh/dev_ws/build/my_bot': CMAKE_PREFIX_PATH=${CMAKE_PREFIX_PATH}:/opt/ros/foxy /usr/bin/cmake --build /home/maneesh/dev_ws/build/my_bot -- -j16 -l16
[0.056s] Invoked command in '/home/maneesh/dev_ws/build/my_bot' returned '0': CMAKE_PREFIX_PATH=${CMAKE_PREFIX_PATH}:/opt/ros/foxy /usr/bin/cmake --build /home/maneesh/dev_ws/build/my_bot -- -j16 -l16
[0.091s] Invoking command in '/home/maneesh/dev_ws/build/my_bot': CMAKE_PREFIX_PATH=${CMAKE_PREFIX_PATH}:/opt/ros/foxy /usr/bin/cmake --install /home/maneesh/dev_ws/build/my_bot
[0.097s] -- Install configuration: ""
[0.100s] -- Up-to-date symlink: /home/maneesh/dev_ws/install/my_bot/share/my_bot/description/gazebo_control.xacro
[0.100s] -- Up-to-date symlink: /home/maneesh/dev_ws/install/my_bot/share/my_bot/description/inertial_macros.xacro
[0.101s] -- Up-to-date symlink: /home/maneesh/dev_ws/install/my_bot/share/my_bot/description/lidar.xacro
[0.101s] -- Up-to-date symlink: /home/maneesh/dev_ws/install/my_bot/share/my_bot/description/robot.urdf.xacro
[0.103s] -- Up-to-date symlink: /home/maneesh/dev_ws/install/my_bot/share/my_bot/description/robot_core.xacro
[0.104s] -- Up-to-date symlink: /home/maneesh/dev_ws/install/my_bot/share/my_bot/description/ros2_control.xacro
[0.104s] -- Symlinking: /home/maneesh/dev_ws/install/my_bot/share/my_bot/launch/__pycache__/finial.launch.cpython-38.pyc
[0.112s] -- Up-to-date symlink: /home/maneesh/dev_ws/install/my_bot/share/my_bot/launch/__pycache__/launch_sim.launch.cpython-38.pyc
[0.112s] -- Up-to-date symlink: /home/maneesh/dev_ws/install/my_bot/share/my_bot/launch/camera.launch.py
[0.112s] -- Up-to-date symlink: /home/maneesh/dev_ws/install/my_bot/share/my_bot/launch/finial.launch.py
[0.112s] -- Up-to-date symlink: /home/maneesh/dev_ws/install/my_bot/share/my_bot/launch/joystick.launch.py
[0.113s] -- Up-to-date symlink: /home/maneesh/dev_ws/install/my_bot/share/my_bot/launch/launch_robot.launch.py
[0.113s] -- Up-to-date symlink: /home/maneesh/dev_ws/install/my_bot/share/my_bot/launch/launch_sim.launch.py
[0.113s] -- Up-to-date symlink: /home/maneesh/dev_ws/install/my_bot/share/my_bot/launch/localization_launch.py
[0.113s] -- Up-to-date symlink: /home/maneesh/dev_ws/install/my_bot/share/my_bot/launch/navigation_launch.py
[0.113s] -- Up-to-date symlink: /home/maneesh/dev_ws/install/my_bot/share/my_bot/launch/online_async_launch.py
[0.114s] -- Up-to-date symlink: /home/maneesh/dev_ws/install/my_bot/share/my_bot/launch/rplidar.launch.py
[0.114s] -- Up-to-date symlink: /home/maneesh/dev_ws/install/my_bot/share/my_bot/launch/rsp.launch.py
[0.114s] -- Up-to-date symlink: /home/maneesh/dev_ws/install/my_bot/share/my_bot/launch/test.launch.py
[0.115s] -- Up-to-date symlink: /home/maneesh/dev_ws/install/my_bot/share/my_bot/worlds/empty.world
[0.115s] -- Up-to-date symlink: /home/maneesh/dev_ws/install/my_bot/share/my_bot/worlds/house.world
[0.115s] -- Up-to-date symlink: /home/maneesh/dev_ws/install/my_bot/share/ament_index/resource_index/package_run_dependencies/my_bot
[0.116s] -- Up-to-date symlink: /home/maneesh/dev_ws/install/my_bot/share/ament_index/resource_index/parent_prefix_path/my_bot
[0.116s] -- Up-to-date symlink: /home/maneesh/dev_ws/install/my_bot/share/my_bot/environment/ament_prefix_path.sh
[0.117s] -- Up-to-date symlink: /home/maneesh/dev_ws/install/my_bot/share/my_bot/environment/ament_prefix_path.dsv
[0.117s] -- Up-to-date symlink: /home/maneesh/dev_ws/install/my_bot/share/my_bot/environment/path.sh
[0.117s] -- Up-to-date symlink: /home/maneesh/dev_ws/install/my_bot/share/my_bot/environment/path.dsv
[0.118s] -- Up-to-date symlink: /home/maneesh/dev_ws/install/my_bot/share/my_bot/local_setup.bash
[0.118s] -- Up-to-date symlink: /home/maneesh/dev_ws/install/my_bot/share/my_bot/local_setup.sh
[0.118s] -- Up-to-date symlink: /home/maneesh/dev_ws/install/my_bot/share/my_bot/local_setup.zsh
[0.119s] -- Up-to-date symlink: /home/maneesh/dev_ws/install/my_bot/share/my_bot/local_setup.dsv
[0.119s] -- Symlinking: /home/maneesh/dev_ws/install/my_bot/share/my_bot/package.dsv
[0.133s] -- Up-to-date symlink: /home/maneesh/dev_ws/install/my_bot/share/ament_index/resource_index/packages/my_bot
[0.133s] -- Up-to-date symlink: /home/maneesh/dev_ws/install/my_bot/share/my_bot/cmake/my_botConfig.cmake
[0.133s] -- Up-to-date symlink: /home/maneesh/dev_ws/install/my_bot/share/my_bot/cmake/my_botConfig-version.cmake
[0.133s] -- Up-to-date symlink: /home/maneesh/dev_ws/install/my_bot/share/my_bot/package.xml
[0.135s] Invoked command in '/home/maneesh/dev_ws/build/my_bot' returned '0': CMAKE_PREFIX_PATH=${CMAKE_PREFIX_PATH}:/opt/ros/foxy /usr/bin/cmake --install /home/maneesh/dev_ws/build/my_bot
